user_content,expected_name,expected_args,pred_name,pred_args,json_valid,raw_output
Bana yeni bir not oluştur,ask_clarification,"{""missing_field"": ""content"", ""question"": ""Yeni notunuza hangi bilgileri gireyim?""}",ask_clarification,"{""missing_field"": ""content"", ""question"": ""Nota ne yazmamı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""content"",""question"":""Nota ne yazmamı istiyorsunuz?""}}"
e nabız aç,open_app,"{""app_name"": ""e-Nabız""}",open_app,"{""app_name"": ""Netflix""}",True,"{""name"":""open_app"",""arguments"":{""app_name"":""Netflix""}}"
Yarın için alarm kur lütfen,ask_clarification,"{""missing_field"": ""time"", ""question"": ""Yarın saat kaça alarm kurmamı istersiniz?""}",ask_clarification,"{""missing_field"": ""time"", ""question"": ""Yarın saat kaçta alarm kurmamı istersiniz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""time"",""question"":""Yarın saat kaçta alarm kurmamı istersiniz?""}}"
Eşimle arama yap,ask_clarification,"{""missing_field"": ""recipient"", ""question"": ""Eşinizin hangi kaydını aramamı istiyorsunuz?""}",call_contact,"{""recipient"": ""Eşim""}",True,"{""name"":""call_contact"",""arguments"":{""recipient"":""Eşim""}}"
Tüm konuşmaları sil,request_confirmation,"{""action"": ""tüm sohbetleri sil"", ""question"": ""Tüm sohbetleriniz ve mesajlarınız kalıcı olarak kaldırılacak. Emin misiniz?""}",request_confirmation,"{""action"": ""tüm konuşmaları sil"", ""question"": ""Cihazdaki tüm konuşma kaydı kalıcı olarak silinecek. Devam etmek istiyor musunuz?""}",True,"{""name"":""request_confirmation"",""arguments"":{""action"":""tüm konuşmaları sil"",""question"":""Cihazdaki tüm konuşma kaydı kalıcı olarak silinecek. Devam etmek istiyor musunuz?""}}"
Radyo aç,ask_clarification,"{""missing_field"": ""song"", ""question"": ""Hangi şarkıyı veya sanatçıyı çalmamı istiyorsunuz?""}",change_device_setting,"{""setting"": ""radio"", ""value"": ""on""}",True,"{""name"":""change_device_setting"",""arguments"":{""setting"":""radio"",""value"":""on""}}"
Metni kopyala,ask_clarification,"{""missing_field"": ""text"", ""question"": ""Hangi metni kopyalamamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""text"", ""question"": ""Hangi metni koyayım?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""text"",""question"":""Hangi metni koyayım?""}}"
İnternete yaz,ask_clarification,"{""missing_field"": ""query"", ""question"": ""Ne aramamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""recipient_and_message"", ""question"": ""Mesajı kime ve ne olarak göndermemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""recipient_and_message"",""question"":""Mesajı kime ve ne olarak göndermemi istiyorsunuz?""}}"
Müzik uygulamasını aç,open_app,"{""app_name"": ""Müzik""}",ask_clarification,"{""missing_field"": ""app_name"", ""question"": ""Hangi müzik uygulamasını açayım?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""app_name"",""question"":""Hangi müzik uygulamasını açayım?""}}"
Yarın sabah 06:45'te uçağım var uyan,create_reminder,"{""date"": ""tomorrow"", ""text"": ""uçağa yetiş"", ""time"": ""06:45""}",create_reminder,"{""date"": ""tomorrow"", ""text"": ""uçağı takvime al"", ""time"": ""06:45""}",True,"{""name"":""create_reminder"",""arguments"":{""text"":""uçağı takvime al"",""date"":""tomorrow"",""time"":""06:45""}}"
Fenerbahçe kiminle oynuyor,search_web,"{""query"": ""Fenerbahçe maçı ne zaman kiminle""}",search_web,"{""query"": ""Fenerbahçe takım son maç""}",True,"{""name"":""search_web"",""arguments"":{""query"":""Fenerbahçe takım son maç""}}"
Ev sahibine yaz,ask_clarification,"{""missing_field"": ""message"", ""question"": ""Ev sahibine ne yazayım?""}",ask_clarification,"{""missing_field"": ""message"", ""question"": ""Ev sahibine ne yazmamı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""message"",""question"":""Ev sahibine ne yazmamı istiyorsunuz?""}}"
Bulaşık makinesi için timer kur,ask_clarification,"{""missing_field"": ""duration_minutes"", ""question"": ""Bulaşık makinesi için kaç dakikalık timer kurmalıyım?""}",ask_clarification,"{""missing_field"": ""duration_minutes"", ""question"": ""Bulaşık makinesi kaç dakika olsun?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""duration_minutes"",""question"":""Bulaşık makinesi kaç dakika olsun?""}}"
gir,ask_clarification,"{""missing_field"": ""app_name"", ""question"": ""Hangi uygulamayı açmamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""recipient"", ""question"": ""Kimi aramamı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""recipient"",""question"":""Kimi aramamı istiyorsunuz?""}}"
Cümleyi çevir,ask_clarification,"{""missing_field"": ""text"", ""question"": ""Hangi cümleyi çevireyim?""}",ask_clarification,"{""missing_field"": ""text"", ""question"": ""Hangi cümleü çevireyim?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""text"",""question"":""Hangi cümleü çevireyim?""}}"
Ayşe'nin numarasını sil,request_confirmation,"{""action"": ""Ayşe'nin numarasını sil"", ""question"": ""Ayşe adlı kişiyi silmek istediğinizden emin misiniz?""}",request_confirmation,"{""action"": ""Ayşe numarasını sil"", ""question"": ""Ayşe numaranızı silmek üzeresiniz. Bu işlem geri alınamaz. Emin misiniz?""}",True,"{""name"":""request_confirmation"",""arguments"":{""action"":""Ayşe numarasını sil"",""question"":""Ayşe numaranızı silmek üzeresiniz. Bu işlem geri alınamaz. Emin misiniz?""}}"
Yeni görev oluştur,ask_clarification,"{""missing_field"": ""content"", ""question"": ""Görev içeriği ne olsun?""}",ask_clarification,"{""missing_field"": ""title"", ""question"": ""Görev başlığı ne olsun?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""title"",""question"":""Görev başlığı ne olsun?""}}"
Gruba duyuru yaz,ask_clarification,"{""missing_field"": ""message"", ""question"": ""Gruba hangi duyuruyu yazayım?""}",ask_clarification,"{""missing_field"": ""message"", ""question"": ""Hangi mesajı göndermemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""message"",""question"":""Hangi mesajı göndermemi istiyorsunuz?""}}"
Bugün 21:30'e otobüs yolculuğu alarmı kur,set_alarm,"{""date"": ""today"", ""label"": ""otobüs"", ""time"": ""21:30""}",set_alarm,"{""date"": ""today_or_next_occurrence"", ""label"": ""otobüs"", ""time"": ""21:30""}",True,"{""name"":""set_alarm"",""arguments"":{""time"":""21:30"",""date"":""today_or_next_occurrence"",""label"":""otobüs""}}"
Pil tasarrufu,ask_clarification,"{""missing_field"": ""value"", ""question"": ""Pil tasarrufunu açmamı mı kapatmamı mı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""value"", ""question"": ""Pil tasarrufunu açayım mı kapatayım mı?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""value"",""question"":""Pil tasarrufunu açayım mı kapatayım mı?""}}"
Pelin'e sms at ama ne diyeceğimi bilmiyorum,ask_clarification,"{""missing_field"": ""message"", ""question"": ""Pelin'e ne yazmamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""message"", ""question"": ""Pelin'e hangi mesajı göndermemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""message"",""question"":""Pelin'e hangi mesajı göndermemi istiyorsunuz?""}}"
E5 trafik yoğunluk haritası,search_web,"{""query"": ""E5 trafik yoğunluğu İstanbul""}",search_web,"{""query"": ""E5 trafik yoğunluğu""}",True,"{""name"":""search_web"",""arguments"":{""query"":""E5 trafik yoğunluğu""}}"
şunu bi başlat,ask_clarification,"{""missing_field"": ""setting"", ""question"": ""Hangi telefon ayarını değiştirmemi istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""app_name"", ""question"": ""Hangi uygulamayı açmamı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""app_name"",""question"":""Hangi uygulamayı açmamı istiyorsunuz?""}}"
Tvye tel bağlama samsung,search_web,"{""query"": ""Samsung telefondan televizyona ekran yansıtma""}",call_contact,"{""recipient"": ""SAMSUNG""}",True,"{""name"":""call_contact"",""arguments"":{""recipient"":""SAMSUNG""}}"
Rezervasyon yerini ara,ask_clarification,"{""missing_field"": ""recipient"", ""question"": ""Hangi rezervasyon yerini arayayım?""}",ask_clarification,"{""missing_field"": ""destination"", ""question"": ""Hangi rezervasyon yerini arayayım?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""destination"",""question"":""Hangi rezervasyon yerini arayayım?""}}"
Anneanneme sms gönder nasılsın diye sor,send_message,"{""app"": ""sms"", ""message"": ""Nasılsın?"", ""recipient"": ""Anneanne""}",send_message,"{""app"": ""sms"", ""message"": ""Nasılsın?"", ""recipient"": ""Anneannem""}",True,"{""name"":""send_message"",""arguments"":{""recipient"":""Anneannem"",""message"":""Nasılsın?"",""app"":""sms""}}"
wifi,ask_clarification,"{""missing_field"": ""value"", ""question"": ""WiFi ayarını açmamı mı kapatmamı mı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""value"", ""question"": ""Açmamı mı kapatmamı mı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""value"",""question"":""Açmamı mı kapatmamı mı istiyorsunuz?""}}"
Zeynep'e konumumu mesaj at,request_confirmation,"{""action"": ""Zeynep'e konum mesajı gönder"", ""question"": ""Zeynep'e konumunuzu içeren bir SMS göndermek istediğinizden emin misiniz?""}",send_message,"{""app"": ""sms"", ""message"": ""Konumumu gönder."", ""recipient"": ""Zeynep""}",True,"{""name"":""send_message"",""arguments"":{""recipient"":""Zeynep"",""message"":""Konumumu gönder."",""app"":""sms""}}"
Yeşil pasaport şartları,search_web,"{""query"": ""Yeşil pasaport (hususi pasaport) kimlere verilir""}",search_web,"{""query"": ""Yeşil pasaport şartları""}",True,"{""name"":""search_web"",""arguments"":{""query"":""Yeşil pasaport şartları""}}"
Kitap ara,ask_clarification,"{""missing_field"": ""query"", ""question"": ""Hangi kitabı arayayım?""}",ask_clarification,"{""missing_field"": ""query"", ""question"": ""Hangi kitap hakkında bilmiyorum?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""query"",""question"":""Hangi kitap hakkında bilmiyorum?""}}"
Bir yere gitmem lazım,ask_clarification,"{""missing_field"": ""destination"", ""question"": ""Nereye navigasyon başlatmamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""recipient"", ""question"": ""Kime gitmemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""recipient"",""question"":""Kime gitmemi istiyorsunuz?""}}"
Proje notu aç tasarım aşaması tamamlandı koda geçilecek,create_note,"{""content"": ""tasarım aşaması tamamlandı koda geçilecek"", ""title"": ""Proje notu""}",create_note,"{""content"": ""tasarım tamamlandı koda geçilecek"", ""title"": ""Proje notu""}",True,"{""name"":""create_note"",""arguments"":{""title"":""Proje notu"",""content"":""tasarım tamamlandı koda geçilecek""}}"
Konum ve gizlilik ayarlarını sıfırla,request_confirmation,"{""action"": ""gizlilik ayarlarını sıfırla"", ""question"": ""Tüm konum ve gizlilik ayarları varsayılan değerlerine döndürülecek. Onaylıyor musunuz?""}",request_confirmation,"{""action"": ""konumu ve gizliliği sıfırla"", ""question"": ""Cihazınızda kaydettiğiniz tüm konum ve gizlilik ayarlarını silinecek. Devam etmek istiyor musunuz?""}",True,"{""name"":""request_confirmation"",""arguments"":{""action"":""konumu ve gizliliği sıfırla"",""question"":""Cihazınızda kaydettiğiniz tüm konum ve gizlilik ayarlarını silinecek. Devam etmek istiyor musunuz?""}}"
Yarım saat sonra hatırlat,set_timer,"{""duration_minutes"": 30, ""label"": null}",ask_clarification,"{""missing_field"": ""text"", ""question"": ""Yarım saat için neyi hatırlatmam gerekiyor?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""text"",""question"":""Yarım saat için neyi hatırlatmam gerekiyor?""}}"
Web'de en yakın nöbetçi eczane araması yap,search_web,"{""query"": ""en yakın nöbetçi eczane""}",search_web,"{""query"": ""En yakın nöbetçi eczane""}",True,"{""name"":""search_web"",""arguments"":{""query"":""En yakın nöbetçi eczane""}}"
Babam'e saat 5 uygun mu? diye mesaj at,send_message,"{""app"": ""telegram"", ""message"": ""Saat 5 uygun mu?"", ""recipient"": ""Babam""}",send_message,"{""app"": ""sms"", ""message"": ""Saat 5 uygun mu?"", ""recipient"": ""Babam""}",True,"{""name"":""send_message"",""arguments"":{""recipient"":""Babam"",""message"":""Saat 5 uygun mu?"",""app"":""sms""}}"
Kayıtlı tüm notları sil,request_confirmation,"{""action"": ""tüm notları sil"", ""question"": ""Cihazdaki tüm not defteri içerikleri kalıcı olarak silinmek üzere. Onaylıyor musunuz?""}",request_confirmation,"{""action"": ""tüm notlarını sil"", ""question"": ""Tüm kayıtlı olan tüm notlar kalıcı olarak silinecek. Devam etmek istiyor musunuz?""}",True,"{""name"":""request_confirmation"",""arguments"":{""action"":""tüm notlarını sil"",""question"":""Tüm kayıtlı olan tüm notlar kalıcı olarak silinecek. Devam etmek istiyor musunuz?""}}"
askimi bagla,call_contact,"{""recipient"": ""Aşkım""}",aski aç,"{""recipient"": ""Askım""}",True,"{""name"":""aski aç"",""arguments"":{""recipient"":""Askım""}}"
netflixi kaldır,request_confirmation,"{""action"": ""Netflix uygulamasını kaldır"", ""question"": ""Netflix uygulaması cihazınızdan kaldırılacaktır. Emin misiniz?""}",request_confirmation,"{""action"": ""Netflix uygulamasını kaldır"", ""question"": ""Netflix uygulamasını cihazınızdan kaldırmak istediğinize emin misiniz?""}",True,"{""name"":""request_confirmation"",""arguments"":{""action"":""Netflix uygulamasını kaldır"",""question"":""Netflix uygulamasını cihazınızdan kaldırmak istediğinize emin misiniz?""}}"
Bana hatırlatma alarmı kur,ask_clarification,"{""missing_field"": ""time"", ""question"": ""Hatırlatma alarmını saat kaça kurayım?""}",ask_clarification,"{""missing_field"": ""time"", ""question"": ""Alarmı saat kaça kurmamı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""time"",""question"":""Alarmı saat kaça kurmamı istiyorsunuz?""}}"
bana ayar aç,open_app,"{""app_name"": ""Ayarlar""}",ask_clarification,"{""missing_field"": ""setting"", ""question"": ""Hangi telefon ayarını değiştirmemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""setting"",""question"":""Hangi telefon ayarını değiştirmemi istiyorsunuz?""}}"
Seyahat planı ekle,ask_clarification,"{""missing_field"": ""date"", ""question"": ""Seyahat hangi tarihte başlıyor?""}",ask_clarification,"{""missing_field"": ""content"", ""question"": ""Seyahat planındaki ne ekleyeyim?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""content"",""question"":""Seyahat planındaki ne ekleyeyim?""}}"
aç şunu,ask_clarification,"{""missing_field"": ""app_name"", ""question"": ""Hangi uygulamayı açmamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""setting"", ""question"": ""Hangi telefon ayarını değiştirmemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""setting"",""question"":""Hangi telefon ayarını değiştirmemi istiyorsunuz?""}}"
Fırındaki kek için kırk beş dk tut,set_timer,"{""duration_minutes"": 45, ""label"": ""Fırındaki kek""}",set_timer,"{""duration_minutes"": 42, ""label"": ""fırındaki kek""}",True,"{""name"":""set_timer"",""arguments"":{""duration_minutes"":42,""label"":""fırındaki kek""}}"
Yrn sbh 7,set_alarm,"{""date"": ""tomorrow"", ""label"": null, ""time"": ""07:00""}",set_alarm,"{""date"": ""today_or_next_occurrence"", ""label"": null, ""time"": ""07:00""}",True,"{""name"":""set_alarm"",""arguments"":{""time"":""07:00"",""date"":""today_or_next_occurrence"",""label"":null}}"
Google fotoğraflar yedeklemesini durdur,request_confirmation,"{""action"": ""fotoğraf yedeklemesini durdur"", ""question"": ""Fotoğraf yedeklemesini durdurursanız yeni fotoğraflarınız buluta kaydedilmeyecektir. Emin misiniz?""}",request_confirmation,"{""action"": ""Google fotoğraflar yedeklemesi sil"", ""question"": ""Cihazdaki tüm fotoğraflar yedeklenen ve kaydedilen yerler silinecek. Devam etmek istiyor musunuz?""}",True,"{""name"":""request_confirmation"",""arguments"":{""action"":""Google fotoğraflar yedeklemesi sil"",""question"":""Cihazdaki tüm fotoğraflar yedeklenen ve kaydedilen yerler silinecek. Devam etmek istiyor musunuz?""}}"
Tiktok uygulamasını sil,request_confirmation,"{""action"": ""TikTok uygulamasını kaldır"", ""question"": ""TikTok uygulamasını ve ilgili verilerini kaldırmak istediğinizden emin misiniz?""}",request_confirmation,"{""action"": ""TikTok uygulamasını kaldır"", ""question"": ""TikTok uygulamanızdan çıkılacak tüm videolar ve ekranları kalıcı olarak silinecek. Onaylıyor musunuz?""}",True,"{""name"":""request_confirmation"",""arguments"":{""action"":""TikTok uygulamasını kaldır"",""question"":""TikTok uygulamanızdan çıkılacak tüm videolar ve ekranları kalıcı olarak silinecek. Onaylıyor musunuz?""}}"
Telefon ayarlarına gir,open_app,"{""app_name"": ""Ayarlar""}",ask_clarification,"{""missing_field"": ""setting"", ""question"": ""Hangi telefon ayarını değiştirmemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""setting"",""question"":""Hangi telefon ayarını değiştirmemi istiyorsunuz?""}}"
Mola için on beş dk kur,set_timer,"{""duration_minutes"": 15, ""label"": ""Mola""}",set_timer,"{""duration_minutes"": 15, ""label"": ""mola""}",True,"{""name"":""set_timer"",""arguments"":{""duration_minutes"":15,""label"":""mola""}}"
Notlarda ara,ask_clarification,"{""missing_field"": ""query"", ""question"": ""Notlarda ne aramamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""query"", ""question"": ""Nota ne yazmamı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""query"",""question"":""Nota ne yazmamı istiyorsunuz?""}}"
Zeynep'e whatsapptan gönder,ask_clarification,"{""missing_field"": ""message"", ""question"": ""Hangi mesajı göndermemi istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""message"", ""question"": ""Zeynep'e hangi mesajı göndermemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""message"",""question"":""Zeynep'e hangi mesajı göndermemi istiyorsunuz?""}}"
Mercimek çorbası nasıl yapılır,search_web,"{""query"": ""Kolay mercimek çorbası tarifi""}",search_web,"{""query"": ""Mercimek çorbası nasıl yapılır""}",True,"{""name"":""search_web"",""arguments"":{""query"":""Mercimek çorbası nasıl yapılır""}}"
Bana 2 saat sonra haber ver ama neydi,ask_clarification,"{""missing_field"": ""text"", ""question"": ""2 saat sonra size neyi haber vermemi istersiniz?""}",ask_clarification,"{""missing_field"": ""text"", ""question"": ""Zamanlayıcıyı ne için kullanayım?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""text"",""question"":""Zamanlayıcıyı ne için kullanayım?""}}"
Yrn 10da abimi ara,create_reminder,"{""date"": ""tomorrow"", ""text"": ""abini ara"", ""time"": ""10:00""}",set_alarm,"{""date"": ""today_or_next_occurrence"", ""label"": null, ""time"": ""10:00""}",True,"{""name"":""set_alarm"",""arguments"":{""time"":""10:00"",""date"":""today_or_next_occurrence"",""label"":null}}"
Zeynep'e şemsiyeni bende unutmuşsun yaz,send_message,"{""app"": ""sms"", ""message"": ""Şemsiyeni bende unutmuşsun."", ""recipient"": ""Zeynep""}",send_message,"{""app"": ""sms"", ""message"": ""Şemsiyeni benden unutmuşsun."", ""recipient"": ""Zeynep""}",True,"{""name"":""send_message"",""arguments"":{""recipient"":""Zeynep"",""message"":""Şemsiyeni benden unutmuşsun."",""app"":""sms""}}"
Bilgisayar cok yavasladi ne yapmali,search_web,"{""query"": ""Yavaşlayan bilgisayarı hızlandırma yöntemleri""}",ask_clarification,"{""missing_field"": ""value"", ""question"": ""Bilgisayarı açmamı mı kapatmamı mı istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""value"",""question"":""Bilgisayarı açmamı mı kapatmamı mı istiyorsunuz?""}}"
Volkan'a whatsapp'tan maç kaçta başlıyor sor,send_message,"{""app"": ""whatsapp"", ""message"": ""Maç kaçta başlıyor?"", ""recipient"": ""Volkan""}",send_message,"{""app"": ""whatsapp"", ""message"": ""Müşteri görüşmesine maç kaçta başlıyor?"", ""recipient"": ""Volkan""}",True,"{""name"":""send_message"",""arguments"":{""recipient"":""Volkan"",""message"":""Müşteri görüşmesine maç kaçta başlıyor?"",""app"":""whatsapp""}}"
Sasa hissesi ne kadar oldu,search_web,"{""query"": ""SASA hisse fiyatı""}",search_web,"{""query"": ""Sasa hissesi fiyatı""}",True,"{""name"":""search_web"",""arguments"":{""query"":""Sasa hissesi fiyatı""}}"
Ne demek,ask_clarification,"{""missing_field"": ""query"", ""question"": ""Ne aramamı istiyorsunuz?""}",ask_clarification,"{""missing_field"": ""message"", ""question"": ""Mesajın içeriği ne olmasını istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""message"",""question"":""Mesajın içeriği ne olmasını istiyorsunuz?""}}"
Faturayı ödemem lazım aklımda olsun,create_reminder,"{""date"": null, ""text"": ""faturayı öde"", ""time"": null}",ask_clarification,"{""missing_field"": ""recipient_and_message"", ""question"": ""Mesajı kime ve ne olarak göndermemi istiyorsunuz?""}",True,"{""name"":""ask_clarification"",""arguments"":{""missing_field"":""recipient_and_message"",""question"":""Mesajı kime ve ne olarak göndermemi istiyorsunuz?""}}"
namaz için öğlen 12 alarmı kur,set_alarm,"{""date"": ""tomorrow"", ""label"": ""namaz"", ""time"": ""12:00""}",set_alarm,"{""date"": ""today_or_next_occurrence"", ""label"": ""namaz"", ""time"": ""12:00""}",True,"{""name"":""set_alarm"",""arguments"":{""time"":""12:00"",""date"":""today_or_next_occurrence"",""label"":""namaz""}}"
Anneye whatsapp at kapıyı kilitlemeyi unuttum,send_message,"{""app"": ""whatsapp"", ""message"": ""Kapıyı kilitlemeyi unuttum."", ""recipient"": ""Anne""}",send_message,"{""app"": ""whatsapp"", ""message"": ""Kapıyı kilitlemeyi unuttum."", ""recipient"": ""Anen""}",True,"{""name"":""send_message"",""arguments"":{""recipient"":""Anen"",""message"":""Kapıyı kilitlemeyi unuttum."",""app"":""whatsapp""}}"
